5,True,2023-11-08 22:54:36.025312
5,True,2023-11-08 22:54:47.595810
5,True,2023-11-08 22:55:24.257067
5,True,2023-11-08 22:55:35.836418
5,True,2023-11-08 22:55:47.401026
5,True,2023-11-08 22:55:58.872318
5,True,2023-11-08 22:56:10.230109
5,True,2023-11-08 22:56:21.710403
5,True,2023-11-08 22:56:33.793086
5,True,2023-11-08 22:56:45.259208
5,True,2023-11-08 22:56:56.937057
5,True,2023-11-08 22:57:08.705736
5,True,2023-11-08 22:57:20.286231
5,True,2023-11-08 22:57:36.562551
5,True,2023-11-08 22:57:48.134251
5,True,2023-11-08 22:57:59.701496
5,True,2023-11-08 22:58:11.385688
5,True,2023-11-08 22:58:22.847534
5,True,2023-11-08 22:58:34.315838
5,True,2023-11-08 22:58:45.887293
5,True,2023-11-08 22:58:57.220989
5,True,2023-11-08 22:59:08.723186
5,True,2023-11-08 22:59:20.294287
5,True,2023-11-08 22:59:31.769118
5,True,2023-11-08 22:59:43.355036
5,True,2023-11-08 22:59:55.119025
5,True,2023-11-08 23:00:06.433959
5,True,2023-11-08 23:00:17.946133
5,True,2023-11-08 23:00:29.517683
5,True,2023-11-08 23:00:41.089699
5,True,2023-11-08 23:00:52.868199
5,True,2023-11-08 23:01:04.329073
5,True,2023-11-08 23:01:15.912752
5,True,2023-11-08 23:01:27.478356
5,True,2023-11-08 23:01:39.150557
5,True,2023-11-08 23:02:00.953819
5,True,2023-11-08 23:02:19.602036
5,True,2023-11-08 23:02:31.069346
5,False,2023-11-08 23:02:53.527401
5,True,2023-11-08 23:03:13.051808
5,True,2023-11-08 23:03:24.625565
5,False,2023-11-08 23:03:47.125777
